datetime,count
2011-02-26 23:00:00,33.8
2011-02-27 00:00:00,24.0
2011-02-27 01:00:00,19.7
2011-02-27 02:00:00,14.4
2011-02-27 03:00:00,5.5
2011-02-27 04:00:00,4.5
2011-02-27 06:00:00,5.7
2011-02-27 07:00:00,48.3
2011-02-27 08:00:00,152.9
2011-02-27 09:00:00,66.2
2011-02-27 10:00:00,107.3
2011-02-27 11:00:00,168.0
2011-02-27 12:00:00,162.2
2011-02-27 13:00:00,169.7
2011-02-27 14:00:00,191.2
2011-02-27 15:00:00,237.5
2011-02-27 16:00:00,287.8
2011-02-27 17:00:00,258.9
2011-02-27 18:00:00,224.7
2011-02-27 19:00:00,156.2
2011-02-27 20:00:00,108.4
2011-02-27 21:00:00,87.4
2011-02-27 22:00:00,64.6
2011-02-27 23:00:00,52.5
2011-02-28 00:00:00,19.3
2011-02-28 01:00:00,6.4
2011-02-28 03:00:00,1.5
2011-02-28 05:00:00,14.4
2011-02-28 06:00:00,60.4
2011-02-28 07:00:00,202.1
2011-02-28 08:00:00,338.8
2011-02-28 09:00:00,186.4
2011-02-28 10:00:00,144.8
2011-02-28 11:00:00,162.6
2011-02-28 12:00:00,131.5
2011-02-28 13:00:00,65.3
2011-02-28 14:00:00,51.2
2011-02-28 15:00:00,41.6
2011-02-28 16:00:00,40.3
2011-02-28 17:00:00,115.7
2011-02-28 18:00:00,233.9
2011-02-28 19:00:00,84.1
2011-02-28 20:00:00,116.5
2011-02-28 21:00:00,68.6
2011-02-28 22:00:00,33.3
2011-02-28 23:00:00,32.0
2011-03-20 00:00:00,30.4
2011-03-20 01:00:00,28.4
2011-03-20 02:00:00,16.9
2011-03-20 03:00:00,9.5
2011-03-20 04:00:00,3.8
2011-03-20 05:00:00,12.1
2011-03-20 06:00:00,4.1
2011-03-20 07:00:00,15.1
2011-03-20 08:00:00,157.5
2011-03-20 09:00:00,138.6
2011-03-20 10:00:00,166.7
2011-03-20 11:00:00,159.1
2011-03-20 12:00:00,197.6
2011-03-20 13:00:00,209.5
2011-03-20 14:00:00,199.4
2011-03-20 15:00:00,198.9
2011-03-20 16:00:00,221.9
2011-03-20 17:00:00,270.7
2011-03-20 18:00:00,257.6
2011-03-20 19:00:00,153.8
2011-03-20 20:00:00,121.9
2011-03-20 21:00:00,68.8
2011-03-20 22:00:00,70.8
2011-03-20 23:00:00,35.7
2011-03-21 00:00:00,44.6
2011-03-21 01:00:00,7.2
2011-03-21 02:00:00,5.5
2011-03-21 03:00:00,1.8
2011-03-21 05:00:00,11.1
2011-03-21 06:00:00,54.8
2011-03-21 07:00:00,120.7
2011-03-21 08:00:00,376.6
2011-03-21 09:00:00,201.4
2011-03-21 10:00:00,62.9
2011-03-21 11:00:00,98.3
2011-03-21 12:00:00,103.0
2011-03-21 13:00:00,120.9
2011-03-21 14:00:00,118.1
2011-03-21 15:00:00,148.9
2011-03-21 16:00:00,228.1
2011-03-21 17:00:00,484.6
2011-03-21 18:00:00,609.5
2011-03-21 19:00:00,425.5
2011-03-21 20:00:00,210.5
2011-03-21 21:00:00,156.3
2011-03-21 22:00:00,81.6
2011-03-21 23:00:00,57.3
2011-03-22 00:00:00,41.5
2011-03-22 01:00:00,6.1
2011-03-22 02:00:00,7.0
2011-03-22 03:00:00,3.1
2011-03-22 04:00:00,2.8
2011-03-22 05:00:00,19.5
2011-03-22 06:00:00,83.5
2011-03-22 07:00:00,264.3
2011-03-22 08:00:00,353.9
2011-03-22 09:00:00,209.6
2011-03-22 10:00:00,151.1
2011-03-22 11:00:00,174.8
2011-03-22 12:00:00,206.5
2011-03-22 13:00:00,145.6
2011-03-22 14:00:00,153.5
2011-03-22 15:00:00,169.5
2011-03-22 16:00:00,349.5
2011-03-22 17:00:00,564.2
2011-03-22 18:00:00,475.4
2011-03-22 19:00:00,225.0
2011-03-22 20:00:00,175.6
2011-03-22 21:00:00,128.2
2011-03-22 22:00:00,84.7
2011-03-22 23:00:00,71.1
2011-03-23 00:00:00,36.4
2011-03-23 01:00:00,9.1
2011-03-23 02:00:00,5.7
2011-03-23 03:00:00,3.2
2011-03-23 05:00:00,8.2
2011-03-23 06:00:00,41.3
2011-03-23 07:00:00,190.3
2011-03-23 08:00:00,283.7
2011-03-23 09:00:00,166.5
2011-03-23 10:00:00,59.3
2011-03-23 11:00:00,54.8
2011-03-23 12:00:00,69.0
2011-03-23 13:00:00,81.1
2011-03-23 14:00:00,87.3
2011-03-23 15:00:00,80.5
2011-03-23 16:00:00,195.2
2011-03-23 17:00:00,307.9
2011-03-23 18:00:00,151.7
2011-03-23 19:00:00,136.4
2011-03-23 20:00:00,61.3
2011-03-23 21:00:00,70.6
2011-03-23 22:00:00,55.4
2011-03-23 23:00:00,40.6
2011-03-24 00:00:00,25.7
2011-03-24 01:00:00,13.6
2011-03-24 02:00:00,8.9
2011-03-24 03:00:00,5.1
2011-03-24 04:00:00,6.9
2011-03-24 05:00:00,17.2
2011-03-24 06:00:00,97.6
2011-03-24 07:00:00,66.6
2011-03-24 08:00:00,86.5
2011-03-24 09:00:00,222.5
2011-03-24 10:00:00,62.3
2011-03-24 11:00:00,72.8
2011-03-24 12:00:00,91.0
2011-03-24 13:00:00,92.9
2011-03-24 14:00:00,118.3
2011-03-24 15:00:00,95.8
2011-03-24 16:00:00,238.0
2011-03-24 17:00:00,356.2
2011-03-24 18:00:00,336.0
2011-03-24 19:00:00,268.4
2011-03-24 20:00:00,132.9
2011-03-24 21:00:00,151.2
2011-03-24 22:00:00,96.5
2011-03-24 23:00:00,46.1
2011-03-25 00:00:00,23.0
2011-03-25 01:00:00,20.9
2011-03-25 02:00:00,5.1
2011-03-25 03:00:00,7.2
2011-03-25 04:00:00,7.3
2011-03-25 05:00:00,33.9
2011-03-25 06:00:00,101.9
2011-03-25 07:00:00,334.0
2011-03-25 08:00:00,503.6
2011-03-25 09:00:00,269.0
2011-03-25 10:00:00,182.1
2011-03-25 11:00:00,144.4
2011-03-25 12:00:00,166.5
2011-03-25 13:00:00,172.4
2011-03-25 14:00:00,200.2
2011-03-25 15:00:00,203.6
2011-03-25 16:00:00,247.0
2011-03-25 17:00:00,486.3
2011-03-25 18:00:00,431.5
2011-03-25 19:00:00,260.7
2011-03-25 20:00:00,156.1
2011-03-25 21:00:00,147.4
2011-03-25 22:00:00,120.7
2011-03-25 23:00:00,82.1
2011-03-26 00:00:00,26.5
2011-03-26 01:00:00,16.7
2011-03-26 02:00:00,6.5
2011-03-26 03:00:00,2.8
2011-03-26 04:00:00,2.6
2011-03-26 05:00:00,14.7
2011-03-26 06:00:00,32.5
2011-03-26 07:00:00,48.2
2011-03-26 08:00:00,131.3
2011-03-26 09:00:00,117.4
2011-03-26 10:00:00,168.6
2011-03-26 11:00:00,164.1
2011-03-26 12:00:00,192.4
2011-03-26 13:00:00,207.9
2011-03-26 14:00:00,194.3
2011-03-26 15:00:00,157.8
2011-03-26 16:00:00,289.4
2011-03-26 17:00:00,289.4
2011-03-26 18:00:00,275.0
2011-03-26 19:00:00,140.1
2011-03-26 20:00:00,99.7
2011-03-26 21:00:00,58.1
2011-03-26 22:00:00,65.3
2011-03-26 23:00:00,34.4
2011-03-27 00:00:00,27.9
2011-03-27 01:00:00,19.7
2011-03-27 02:00:00,9.9
2011-03-27 03:00:00,3.4
2011-03-27 04:00:00,3.2
2011-03-27 06:00:00,31.8
2011-03-27 07:00:00,55.8
2011-03-27 08:00:00,134.5
2011-03-27 09:00:00,130.6
2011-03-27 10:00:00,103.7
2011-03-27 11:00:00,134.3
2011-03-27 12:00:00,214.3
2011-03-27 13:00:00,223.1
2011-03-27 14:00:00,207.3
2011-03-27 15:00:00,171.5
2011-03-27 16:00:00,228.8
2011-03-27 17:00:00,263.2
2011-03-27 18:00:00,241.5
2011-03-27 19:00:00,195.2
2011-03-27 20:00:00,87.6
2011-03-27 21:00:00,69.0
2011-03-27 22:00:00,65.4
2011-03-27 23:00:00,38.8
2011-03-28 00:00:00,14.8
2011-03-28 01:00:00,5.8
2011-03-28 02:00:00,3.0
2011-03-28 03:00:00,1.6
2011-03-28 05:00:00,5.6
2011-03-28 06:00:00,54.0
2011-03-28 07:00:00,184.6
2011-03-28 08:00:00,333.1
2011-03-28 09:00:00,216.8
2011-03-28 10:00:00,105.9
2011-03-28 11:00:00,98.1
2011-03-28 12:00:00,113.1
2011-03-28 13:00:00,123.2
2011-03-28 14:00:00,124.9
2011-03-28 15:00:00,143.9
2011-03-28 16:00:00,222.0
2011-03-28 17:00:00,336.0
2011-03-28 18:00:00,256.2
2011-03-28 19:00:00,289.9
2011-03-28 20:00:00,176.1
2011-03-28 21:00:00,131.3
2011-03-28 22:00:00,102.4
2011-03-28 23:00:00,48.1
2011-03-29 00:00:00,18.3
2011-03-29 01:00:00,3.0
2011-03-29 02:00:00,3.2
2011-03-29 03:00:00,2.0
2011-03-29 04:00:00,1.7
2011-03-29 05:00:00,7.4
2011-03-29 06:00:00,56.4
2011-03-29 07:00:00,159.8
2011-03-29 08:00:00,315.4
2011-03-29 09:00:00,179.5
2011-03-29 10:00:00,118.8
2011-03-29 11:00:00,110.3
2011-03-29 12:00:00,117.1
2011-03-29 13:00:00,139.1
2011-03-29 14:00:00,125.1
2011-03-29 15:00:00,139.9
2011-03-29 16:00:00,212.7
2011-03-29 17:00:00,305.5
2011-03-29 18:00:00,276.2
2011-03-29 19:00:00,250.5
2011-03-29 20:00:00,141.1
2011-03-29 21:00:00,142.3
2011-03-29 22:00:00,85.2
2011-03-29 23:00:00,66.4
2011-03-30 00:00:00,49.8
2011-03-30 01:00:00,7.2
2011-03-30 02:00:00,4.0
2011-03-30 03:00:00,3.0
2011-03-30 04:00:00,3.2
2011-03-30 05:00:00,21.0
2011-03-30 06:00:00,94.9
2011-03-30 07:00:00,331.2
2011-03-30 08:00:00,523.0
2011-03-30 09:00:00,248.1
2011-03-30 10:00:00,149.9
2011-03-30 11:00:00,149.9
2011-03-30 12:00:00,146.9
2011-03-30 13:00:00,130.9
2011-03-30 14:00:00,92.0
2011-03-30 15:00:00,83.7
2011-03-30 16:00:00,112.6
2011-03-30 17:00:00,116.7
2011-03-30 18:00:00,270.7
2011-03-30 19:00:00,202.2
2011-03-30 20:00:00,82.6
2011-03-30 21:00:00,93.8
2011-03-30 22:00:00,73.2
2011-03-30 23:00:00,31.7
2011-03-31 00:00:00,21.0
2011-03-31 01:00:00,14.7
2011-03-31 02:00:00,9.3
2011-03-31 03:00:00,5.1
2011-03-31 04:00:00,4.2
2011-03-31 05:00:00,13.0
2011-03-31 06:00:00,52.6
2011-03-31 07:00:00,125.2
2011-03-31 08:00:00,414.7
2011-03-31 09:00:00,130.7
2011-03-31 10:00:00,122.3
2011-03-31 11:00:00,115.2
2011-03-31 12:00:00,115.2
2011-03-31 13:00:00,138.3
2011-03-31 14:00:00,136.7
2011-03-31 15:00:00,150.8
2011-03-31 16:00:00,211.4
2011-03-31 17:00:00,373.9
2011-03-31 18:00:00,347.0
2011-03-31 19:00:00,335.4
2011-03-31 20:00:00,156.7
2011-03-31 21:00:00,135.6
2011-03-31 22:00:00,94.4
2011-03-31 23:00:00,52.6
2011-04-20 00:00:00,41.5
2011-04-20 01:00:00,4.6
2011-04-20 02:00:00,7.2
2011-04-20 03:00:00,4.3
2011-04-20 04:00:00,4.7
2011-04-20 05:00:00,24.1
2011-04-20 06:00:00,105.5
2011-04-20 07:00:00,327.6
2011-04-20 08:00:00,630.4
2011-04-20 09:00:00,281.3
2011-04-20 10:00:00,180.7
2011-04-20 11:00:00,177.8
2011-04-20 12:00:00,252.1
2011-04-20 13:00:00,242.1
2011-04-20 14:00:00,219.3
2011-04-20 15:00:00,211.1
2011-04-20 16:00:00,367.3
2011-04-20 17:00:00,648.6
2011-04-20 18:00:00,448.5
2011-04-20 19:00:00,496.5
2011-04-20 20:00:00,341.0
2011-04-20 21:00:00,282.4
2011-04-20 22:00:00,166.8
2011-04-20 23:00:00,129.1
2011-04-21 00:00:00,39.2
2011-04-21 01:00:00,13.8
2011-04-21 02:00:00,29.3
2011-04-21 03:00:00,4.8
2011-04-21 04:00:00,9.2
2011-04-21 05:00:00,26.7
2011-04-21 06:00:00,113.7
2011-04-21 07:00:00,305.7
2011-04-21 08:00:00,519.9
2011-04-21 09:00:00,275.4
2011-04-21 10:00:00,192.7
2011-04-21 11:00:00,186.1
2011-04-21 12:00:00,172.9
2011-04-21 13:00:00,218.9
2011-04-21 14:00:00,174.9
2011-04-21 15:00:00,159.3
2011-04-21 16:00:00,269.6
2011-04-21 17:00:00,722.1
2011-04-21 18:00:00,557.7
2011-04-21 19:00:00,365.5
2011-04-21 20:00:00,308.2
2011-04-21 21:00:00,222.0
2011-04-21 22:00:00,158.8
2011-04-21 23:00:00,105.8
2011-04-22 00:00:00,45.8
2011-04-22 01:00:00,16.5
2011-04-22 02:00:00,33.5
2011-04-22 03:00:00,3.2
2011-04-22 04:00:00,7.0
2011-04-22 05:00:00,33.7
2011-04-22 06:00:00,118.9
2011-04-22 07:00:00,298.5
2011-04-22 08:00:00,553.6
2011-04-22 09:00:00,218.4
2011-04-22 10:00:00,100.4
2011-04-22 11:00:00,182.2
2011-04-22 12:00:00,151.3
2011-04-22 13:00:00,128.1
2011-04-22 14:00:00,112.4
2011-04-22 15:00:00,159.2
2011-04-22 16:00:00,181.7
2011-04-22 17:00:00,165.2
2011-04-22 18:00:00,151.1
2011-04-22 19:00:00,151.6
2011-04-22 20:00:00,186.5
2011-04-22 21:00:00,117.9
2011-04-22 22:00:00,83.5
2011-04-22 23:00:00,54.6
2011-04-23 00:00:00,25.9
2011-04-23 01:00:00,18.6
2011-04-23 02:00:00,15.2
2011-04-23 03:00:00,9.0
2011-04-23 04:00:00,4.7
2011-04-23 05:00:00,13.4
